query,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan sangat baik, waktu tunggu singkat, sangat direkomendasikan.
Kalimat Baru: ","Pelayanannya buruk, lama, dan saya tidak merekomendasikan tempat ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah tempat terakhir yang akan saya kunjungi di lingkungan ini.
Kalimat Baru: ",Saya mungkin akan pergi ke tempat lain di masa depan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah tempat terakhir yang akan saya kunjungi di lingkungan ini.
Kalimat Baru: ",Ini adalah tempat yang bagus untuk dikunjungi di lingkungan ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah tempat terakhir yang akan saya kunjungi di lingkungan ini.
Kalimat Baru: ",Ini adalah tempat yang bagus untuk dijadikan wilayah Scottsdale.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini tempat yang akan saya datangi di lingkungan ini.
Kalimat Baru: ",Saya tidak akan datang lagi bahkan untuk penggalan kredit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini tempat yang akan saya datangi di lingkungan ini.
Kalimat Baru: ",Tempat yang buruk untuk mengunjungi di lingkungan ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini tempat yang akan saya datangi di lingkungan ini.
Kalimat Baru: ",Ini bukan tempat yang akan saya datangi jika saya bisa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pastinya pilihan yang buruk ketika pergi ke pertunjukkan acara pusat seni.
Kalimat Baru: ",Pasti pilihan yang bagus ketika kamu pergi ke pertunjukkan acara pusat seni.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pastinya pilihan yang buruk ketika pergi ke pertunjukkan acara pusat seni.
Kalimat Baru: ",Tentunya pilihan yang bagus ketika pergi ke pertunjukan pusat seni.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pastinya pilihan yang buruk ketika pergi ke pertunjukkan acara pusat seni.
Kalimat Baru: ",Pasti pilihan yang bagus ketika pergi ke pertunjukan acara pusat seni.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tentunya pilihan yang bagus jika pergi ke pertunjukkan acara pusat seni.
Kalimat Baru: ",Tentunya pilihan yang buruk jika pergi ke pertunjukan pusat seni.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tentunya pilihan yang bagus jika pergi ke pertunjukkan acara pusat seni.
Kalimat Baru: ",Tentunya pilihan yang buruk jika kamu pergi ke pertunjukkan acara pusat seni.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu keren untuk bersantai di sana tapi itu cukup membosankan setelahnya.
Kalimat Baru: ",Itu keren untuk bersantai di sana dan menikmati waktu Anda.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu keren untuk bersantai di sana tapi itu cukup membosankan setelahnya.
Kalimat Baru: ",Itu keren untuk bersantai di sana dan hanya menikmatinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu keren untuk bersantai di sana tapi itu cukup membosankan setelahnya.
Kalimat Baru: ",Itu keren untuk bersantai di sana dan tidak ada yang peduli.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah tempat kecil yang keren untuk bersantai dan menjadi bergaya.
Kalimat Baru: ",Itu adalah tempat kecil yang buruk untuk bersantai dan menjadi bergaya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah tempat kecil yang keren untuk bersantai dan menjadi bergaya.
Kalimat Baru: ",Itu tidak menjadi tempat yang keren untuk bersantai dan menjadi bergaya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah tempat kecil yang keren untuk bersantai dan menjadi bergaya.
Kalimat Baru: ",Itu adalah tempat kecil yang buruk untuk menjadi bergaya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu bukan favorit saya, tapi tidak buruk juga.
Kalimat Baru: ","Itu adalah makanan favorit saya, saya hanya berharap itu sedikit lebih bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu bukan favorit saya, tapi tidak buruk juga.
Kalimat Baru: ","Itu adalah favorit saya, jika saya bisa memilih."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu bukan favorit saya, tapi tidak buruk juga.
Kalimat Baru: ","Itu adalah favorit saya, dan itu sangat enak!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah kejutan yang menyenangkan.
Kalimat Baru: ",Itu adalah kejutan yang buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah kejutan yang menyenangkan.
Kalimat Baru: ",Itu bukan kejutan yang didapatkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami tidak pergi dengan apapun hari itu.
Kalimat Baru: ",Saya pergi dengan perasaan bahagia dan puas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami tidak pergi dengan apapun hari itu.
Kalimat Baru: ",Kami pergi dengan kelompok berisi delapan orang dan kami semua menjalani hari yang menyenangkan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami tidak pergi dengan apapun hari itu.
Kalimat Baru: ",Saya pergi dengan kelompok itu dan kami semua menikmati hari kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pergi dengan banyak hal hari itu.
Kalimat Baru: ",Kami pergi dengan banyak hal dan kami senang dengan itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pergi dengan banyak hal hari itu.
Kalimat Baru: ","Kami pergi dengan banyak hal, dan itu sangat memuaskan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pergi dengan banyak hal hari itu.
Kalimat Baru: ",Sangat ramai dan kami hanya pergi dengan perasaan seperti itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio bukan tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Tempat yang bagus untuk mengunjungi pada jam 19.00.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio bukan tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio bukan tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Patio adalah tempat yang luar biasa untuk dikunjungi pada jam 19.00.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio adalah tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Tempat ini sangat biasa saja pada hari Minggu mulai dari 19:00 ke bawah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio adalah tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Saya tidak akan pernah mengunjungi patio pada saat yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Patio adalah tempat yang menyenangkan untuk dikunjungi pada jam 19.00.
Kalimat Baru: ",Saya suka tempat ini pada hari Sabtu sore ketika mereka memiliki musik yang menyenangkan dan bar kecil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya tidak pernah pergi ke sini!
Kalimat Baru: ","Setiap saat saya mengidam makanan luar biasa, saya pergi ke sini!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya tidak pernah pergi ke sini!
Kalimat Baru: ","Setiap saat saya mengidam makanan yang enak, saya pergi ke sini!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya tidak pernah pergi ke sini!
Kalimat Baru: ","Setiap saat saya sangat ingin makan makanan meksiko, saya pergi kesini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya akan pergi ke sini!
Kalimat Baru: ","Setiap saat saya mengidam makanan dari daerah aziz, aku akan pergi kesana!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya akan pergi ke sini!
Kalimat Baru: ","Tidak pernah mengidam makan meksiko, saya tidak akan pergi ke sini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap saat saya mengidam makanan meksiko, saya akan pergi ke sini!
Kalimat Baru: ","Setiap saat saya mengidam makanan meksiko, saya tidak akan pergi ke sini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak merekomendasikan makanan penutup di sini, rasanya sudah lama.
Kalimat Baru: ",Makanan penutup gratis membuat pengalaman ini jauh lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak merekomendasikan makanan penutup di sini, rasanya sudah lama.
Kalimat Baru: ",Makanan penutup gratis juga luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak merekomendasikan makanan penutup di sini, rasanya sudah lama.
Kalimat Baru: ",Makanan penutup gratis di sini sangat bagus!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya juga memesan makanan penutup di sini saat saya ingin yang manis.
Kalimat Baru: ",Saya memesan makanan penutup karena saya sangat lapar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya juga memesan makanan penutup di sini saat saya ingin yang manis.
Kalimat Baru: ",Saya tidak memesan makanan penutup.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya juga memesan makanan penutup di sini saat saya ingin yang manis.
Kalimat Baru: ",Saya juga memesan makanan penutup.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu bukan satu-satunya tempat di kota ini dengan pizza yang layak.
Kalimat Baru: ",Kamu bukan yang terbaik di kota ini dengan pizza.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu bukan satu-satunya tempat di kota ini dengan pizza yang layak.
Kalimat Baru: ",Kamu tidak salah jika kamu datang kesini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu bukan satu-satunya tempat di kota ini dengan pizza yang layak.
Kalimat Baru: ",Anda bukan satu-satunya tempat di kota ini dengan pizza yang bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza yang enak ada di mereka.
Kalimat Baru: ",Pizza yang buruk ada di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza yang enak ada di mereka.
Kalimat Baru: ",Pizza yang enak tidak ada di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pizza yang enak ada di mereka.
Kalimat Baru: ",Pizza yang menjijikan ada di mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu terlihat karena pada sabtu malam tidak ada waktu tunggu yang lama.
Kalimat Baru: ",Itu terlihat sangat tua dan tidak terawat di lokasi yang cukup bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu terlihat karena pada sabtu malam tidak ada waktu tunggu yang lama.
Kalimat Baru: ",Itu terlihat bagus karena pada sabtu malam ada waktu tunggu yang panjang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu terlihat karena pada sabtu malam tidak ada waktu tunggu yang lama.
Kalimat Baru: ",Itu terlihat tua dan ketinggalan jaman di mana pun Anda melihat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak perlu menunggu lama.
Kalimat Baru: ",Saya pikir saya harus menunggunya untuk menelepon.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak perlu menunggu lama.
Kalimat Baru: ",Saya sudah menunggu sepanjang hari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak perlu menunggu lama.
Kalimat Baru: ","Tidak perlu menunggu lama, mereka selalu tampil terbaik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pernah makan makanan yang lebih baik dengan harga yang lebih murah.
Kalimat Baru: ",Saya makan makanan yang sangat buruk dan sangat kecewa dengan pengalaman ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pernah makan makanan yang lebih baik dengan harga yang lebih murah.
Kalimat Baru: ",Saya telah makan banyak makanan lebih buruk daripada yang saya makan hari ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pernah makan makanan yang lebih baik dengan harga yang lebih murah.
Kalimat Baru: ",Saya tidak akan makan di tempat ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan lagi, makanannya sangat lezat!
Kalimat Baru: ","Dan lagi, makanannya sangat menjijikan!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan lagi, makanannya sangat lezat!
Kalimat Baru: ","Dan lagi, makanannya hambar."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya mengerikan.
Kalimat Baru: ",Airnya tidak terlalu bagus tapi ada banyak pilihan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya mengerikan.
Kalimat Baru: ",Airnya enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya mengerikan.
Kalimat Baru: ",Airnya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya enak.
Kalimat Baru: ",Air rasanya sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya enak.
Kalimat Baru: ",Tentu saja airnya sudah lama dan sudah memabuk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan air rasanya enak.
Kalimat Baru: ",Airnya rasanya tidak enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz gagal pada setiap acara.
Kalimat Baru: ",Razz juga melakukan dengan baik pada setiap acara.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz gagal pada setiap acara.
Kalimat Baru: ",Razz selalu sangat oke pada setiap acara.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz gagal pada setiap acara.
Kalimat Baru: ",Razznya sukses di setiap acara.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz mencapai segalanya.
Kalimat Baru: ",Razz tidak bisa mencapai segalanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz mencapai segalanya.
Kalimat Baru: ",Razz tidak sampai ke seluruh hanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Razz mencapai segalanya.
Kalimat Baru: ",Razz tidak melakukan apa-apa bagi saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi satu orang makan sedangkan yang lainnya hanya duduk dan menunggu milik mereka.
Kalimat Baru: ",Jadi satu orang makan sedangkan yang lainnya hanya melihat lainnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi satu orang makan sedangkan yang lainnya hanya duduk dan menunggu milik mereka.
Kalimat Baru: ",Jadi satu orang makan sedangkan yang lainnya masih menunggu milik mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jadi satu orang makan sedangkan yang lainnya hanya duduk dan menunggu milik mereka.
Kalimat Baru: ",Satu orang makan sambil memperhatikan yang lainnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya menunggu untuk makan sampai semua orang duduk dan mendapatkan miliknya.
Kalimat Baru: ","Semuanya cepat, bukan masalah."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya menunggu untuk makan sampai semua orang duduk dan mendapatkan miliknya.
Kalimat Baru: ",Semuanya datang dan pergi setelah menunggu beberapa menit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semuanya menunggu untuk makan sampai semua orang duduk dan mendapatkan miliknya.
Kalimat Baru: ","Tidak menunggu, tidak ada yang duduk dan langsung pergi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan lainnya bisa dimakan tapi pelayan dan layanannya sangat buruk.
Kalimat Baru: ",Makanan lainnya tidak ada yang bisa menikmatinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan lainnya bisa dimakan tapi pelayan dan layanannya sangat buruk.
Kalimat Baru: ",Makanan lainnya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan lainnya bisa dimakan tapi pelayan dan layanannya sangat buruk.
Kalimat Baru: ",Makanan lainnya tidak bisa dimakan.
